layer,unit,explanation,AUC,U1,p,MAD
0,6314,"People discussing NBA finals and injuries, or a person named Wolfgang",0.8704000000000001,1296.0,5.463719018045767e-05,1.0298549693517254
0,6314,"Years, cardinal directions, changes to facilities, and names of military installations",0.8684,1316.0,5.9936514687878075e-05,0.9543869791230646
0,6314,"Experiences, people, places, or things",0.841,1590.0,0.00020356884473736437,0.8887072069692715
0,6314,"Discussions of events, activities, or services",0.8488,1512.0,0.0001449739176738541,0.9306481013531929
0,6314,"Software, applications, or internet connectivity",0.8672000000000001,1328.0,6.334596851111077e-05,0.9509412852344769
0,2725,Bengali characters,0.9555,445.0,6.97751349660852e-07,2.442015347939097
0,2725,Accessibility aids or ease of a route,0.7796000000000001,2204.0,0.0023220745558389356,0.6657493424790789
0,2725,Clothing or a butterfly-themed collection described with positive adjectives,0.9766,234.0,2.0819623952158776e-07,2.4935932891705503
0,2725,"Production targets, demonstrations of achievement, and immediate responses, or changes amidst unprecedented circumstances or program evaluation",0.9819,181.0,1.5242287894889437e-07,2.6023014028621922
0,2725,"Winning, awards, wine, or unexpected weather and produce",0.9937,63.0,7.524850538994518e-08,3.6339547877767084
0,4297,"Financial benefits, options, tax, or insurance",0.9851,149.0,1.2606822191793775e-07,4.785029800045509
0,4297,"Medical technology, ethics, assisted reproduction, social work, and geriatrics",0.9704999999999999,295.0,2.968927062095387e-07,2.445108015125596
0,4297,Manuscripts or the concept of unreality,0.9128000000000001,872.0,6.898867380819923e-06,0.7802596226643104
0,4297,"Characteristics of people, including family and medical conditions",0.8808,1192.0,3.351657163094999e-05,0.5507604976719828
0,4297,Color and wedding themes,0.9155,845.0,6.005354690612075e-06,0.820283285263139
0,4842,"Toxicity studies, chemical concentrations, and eye irritation effects of hexylene glycol",0.2303,7697.0,0.003305989203837885,-0.7735899913689034
0,4842,"Software/application developers, new features, software platforms, locations, people, real estate market analysis, increasing value, clients, sales, generic items/things, world, reading material, couch, library",0.26,7400.0,0.008944141014498388,-0.7017353952382728
0,4842,"Discussions of language learning platforms, teaching teams, online training and interviews, or discussions about bloggers, brands, products and cameras",0.32830000000000004,6717.0,0.06147350608361188,-0.5506066141154273
0,4842,"Proper nouns related to locations, teams, people, or brands",0.1627,8373.0,0.00023856251091366776,-0.9834948199082982
0,4842,"Hair, styling, or math and number concepts",0.5252,4748.0,0.7840834232123394,-0.12608426358967595
0,5551,"Typical, especially, famous, and the abbreviation of United States",0.0699,9301.0,2.7960033093629655e-06,-0.8897901617531504
0,5551,Baking Christmas cookies,0.08860000000000001,9114.0,7.410895652467416e-06,-0.8124838565155484
0,5551,"Geographic locations, the Greek alphabet, or a shortened form of the word ""schedule""",0.05650000000000001,9435.0,1.3567704384269971e-06,-0.9414243520384553
0,5551,"A required yearly blog post reviewing the top posts, one of which discusses rotting tomatoes",0.04280000000000002,9572.0,6.341710227108537e-07,-1.0272343030565263
0,5551,United Nations Security Council actions and resolutions,0.9994999999999999,5.0,5.287681517994777e-08,19.5142165224709
0,1749,"Legal cases, software features, real estate markets, and military bases",0.02280000000000002,9772.0,2.0100759771977235e-07,-2.045322003620089
0,1749,Drug side effects and litigation,0.009700000000000009,9903.0,9.237212457291983e-08,-2.5150106516668926
0,1749,"Graduate degrees in healthcare, anesthesia, or toys, along with fashion and makeup",0.06920000000000001,9308.0,2.6937296324175056e-06,-1.524457018036974
0,1749,"Years, legal topics, and challenge",0.01140000000000001,9886.0,1.0229290877398768e-07,-2.521787326433704
0,1749,"Student success, course completion, or financial planning including retirement and protection",0.010700000000000008,9893.0,9.80889242107056e-08,-2.486222226954834
0,3943,"Discussions of vehicle/automotive features, financial reports, or autism discussions",0.9914,86.0,8.645621026039616e-08,3.4230883959704808
0,3943,"Brand management, marketing optimization, discussions of worst-case scenarios, or self-defense and driving safety events and hair styling instructions",0.9795999999999999,204.0,1.7457857475975995e-07,2.791061061044874
0,3943,"Health, beauty, or wellness products and services",0.9781,219.0,1.9067253148923453e-07,2.616560613925439
0,3943,Government shutdowns or mobile phone company growth and sales figures,0.9294,706.0,2.9019973965797388e-06,1.6928287864062754
0,3943,"Clothing, furniture, or food",0.9637,363.0,4.3875586722573675e-07,2.3139154672061206
0,5960,"Places, relationship counseling, interior design, or architecture",0.8911,1089.0,2.0408860489116222e-05,1.2814066571769693
0,5960,"Church characteristics, species descriptions, or methods of securing websites",0.8995,1005.0,1.349716846694918e-05,1.4239136580353124
0,5960,"Augers, screws, and conveying systems, or locations within journal articles or geographical regions",0.9466,534.0,1.1444193501986217e-06,1.8221258378256284
0,5960,"Properties of land or a celebratory event relating to farms, soccer matches, or news about video games",0.9216,784.0,4.376352150855539e-06,1.4857000299974077
0,5960,makeup removal,0.9183,817.0,5.196211148925138e-06,1.4830881274109513
0,3696,"Concepts of routes, routing and lists followed by a colon",0.2037,7963.0,0.0012485383905528006,-0.7899276865433369
