layer,unit,explanation,AUC,U1,p,MAD
0,6314,"Childbirth, music releases, and travel experiences",0.8924000000000001,1076.0,1.9153809963124583e-05,1.2231767220953087
0,6314,"Circumventing geographic restrictions, accessing streaming content, or using specific devices for accessing digital content",0.8625,1375.0,7.854987085508059e-05,0.9511118820452659
0,6314,"Bridal showers, smart watches, colors, quartz varieties, wedding figurines, baby clothes, a purple themed birthday party, clothing, tacos, Latin-themed events, hairstyles, coupons/discounts, and restaurants/food",0.9985,15.0,5.62088732487497e-08,6.700423636188135
0,6314,"Events, entertainment, activities, services, or locations, especially related to celebrations, leisure, nightlife, or hospitality",0.8349000000000001,1651.0,0.00026419878533515335,0.9900748674352012
0,6314,"User interface customization, podcasts and conversations about parenting, reflections on materialism and appreciation for loved ones, descriptions of bedrooms as comfort zones, daily routines and dealing with worries, positive feedback about a wedding photographer, slow dancing, Kodi add-ons, handwriting improvement activities, a luxurious trip to Ireland, mindfulness for anxiety management, visual themes, CrossFit competitions, file sharing for appearance themes, wallpapers, vegan lifestyle and handmade products, excitement about a sign, yoga lessons, concerts, and children's TV programs",0.9988,12.0,5.51884581828221e-08,6.141025089410738
0,2725,Clothing or accessories,0.9092,908.0,8.289623863045479e-06,1.5265846015281546
0,2725,"Awards, prizes, winners, recipients, or those nominated or selected for recognition",0.9843,157.0,1.3221013995678284e-07,2.7993442478928063
0,2725,"Automated processes, receiving things, and ease/speed of action",0.9808,192.0,1.6265679953946828e-07,2.627336070775356
0,2725,"Titles, names of characters, locations, or other specific words related to entertainment, particularly movies, music, TV series, plays, books, and video games",0.9257,743.0,3.5294449795451443e-06,1.7751805740982947
0,2725,"Methods, processes, or systems that improve performance, efficiency, or effectiveness",0.9563999999999999,436.0,6.63362724408072e-07,1.9768236764200684
0,4297,"Beneficiation plant, flow sheet, or framework development",0.9459000000000001,541.0,1.189375215483929e-06,1.3982913016546268
0,4297,"Personal life, changes, and impact on the world",0.9203,797.0,4.683328125181349e-06,0.9046261316831496
0,4297,Ownership of properties or businesses,0.9068,932.0,9.361590339953266e-06,0.7412365463115802
0,4297,"Employee stock options, tax treatment, LIBOR rates, insurance policies, shareholder dividends and buyouts, withholding taxes on real estate sales, mutual fund schemes, government debt ratings, cryptocurrency investments, retirement and post-retirement employment, fixed deposit interest and withdrawals, real estate agents and property purchases, continuing care retirement communities and intellectual property protection",0.9954999999999999,45.0,6.747193827297039e-08,6.476569676322157
0,4297,"Financial, legal, ethical, and social implications of resource management and planning in uncertain situations, especially concerning wellbeing, healthcare, and future generations",0.9932,68.0,7.755838035388528e-08,5.419396799464368
0,4842,"Hair care, styling tools, and their effect on hair health and appearance",0.6475,3525.0,0.10818107495644916,0.19790946811225588
0,4842,"Team/group collaborations and partnerships, often within specific industries or locations, sometimes related to training, coaching, or advisory roles",0.3084,6916.0,0.036899102850000504,-0.6205077436134186
0,4842,"Personal stories, experiences, and expertise related to careers, relationships, hobbies, skills, and personal struggles, often involving other people",0.07279999999999998,9272.0,3.260806863943936e-06,-1.2298653147482788
0,4842,"Technical specifications and features of various products, including computer hardware and software, hairstyles, fashion designs, and optical systems",0.43710000000000004,5629.0,0.4935133479838817,-0.2787367486859801
0,4842,"Fitness, essays, computer skills, products/models/solutions, audits/internal audits, energy/simulations/parameters, psychology/format/examples, systems/data/research, internships/strategy, coaching/skills, design/ideas, approaches/confidence/thinking",0.8184999999999999,1815.0,0.0005215923612658785,0.9402411258849741
0,5551,"Locations or places, often related to US states or regions",0.08849999999999998,9115.0,7.373148767838882e-06,-0.8410954049975813
0,5551,"Geographic locations, organizations, and food items",0.36479999999999996,6352.0,0.14090805614406732,-0.2529588339237979
0,5551,"Regulations, agreements, or frameworks related to worker safety, services, cultural heritage, personal data, or intellectual property",0.7417999999999999,2582.0,0.008443711559780482,2.3834100044430055
0,5551,"Agreements, especially third-party agreements, related to warehousing and logistics, including the use of warehouse space and associated services",0.3054,6946.0,0.034042935861781254,-0.3839072785299805
0,5551,"International organizations, government bodies, and international relations, especially concerning agreements, disputes, and humanitarian crises",0.9877,123.0,1.0795490154095252e-07,7.036287200711996
0,1749,"Technical specifications or qualities of electronic devices, including phones, modems, and laptops, or software products, related to software design, functionality, repair, sales, and marketing",0.04450000000000001,9555.0,6.97751349660852e-07,-2.1258495744507875
0,1749,"Legal, financial, or medical contexts involving violations, honors, failures, and leadership",0.03940000000000001,9606.0,5.233419700305063e-07,-1.9812852985460838
0,1749,"Luxury travel, fashion, art, gourmet food, or high-end products and experiences",0.06090000000000002,9391.0,1.7242716408380783e-06,-1.8853053777951316
0,1749,"Positive personal experiences, emotions, or life changes, particularly involving overcoming challenges, achieving success, pursuing personal growth, or finding contentment",0.032000000000000015,9680.0,3.429488551882084e-07,-1.902689271455417
0,1749,"Advancements in a specific field, particularly focusing on a product, person, or event, and highlighting the positive outcomes or significant impacts achieved",0.006700000000000006,9933.0,7.709097913210274e-08,-2.691036693049715
0,3943,"Discussions of US politics, social media, Donald Trump, or social media scandals",0.9931,69.0,7.802852549033112e-08,3.6532679606448655
0,3943,"Titles of locations, people, or events",0.9689,311.0,3.256256169793504e-07,2.621209362395288
0,3943,"Professional services, improvement, solutions, best practices",0.974,260.0,2.4232235113244463e-07,2.498184301606989
0,3943,Clothing or accessories and their characteristics,0.9803,197.0,1.6752531269623833e-07,2.723188384704904
0,3943,"Concepts of suitability, correctness, and optimality",0.9904999999999999,95.0,9.126812326913535e-08,3.1405867479081873
0,5960,"Legal processes, whales, descriptive narratives, photography, legal cases, supernatural themes, funerals, tennis, car dealerships, trekking, diplomatic missions, music groups",0.9636,364.0,4.412657115309656e-07,2.2560750369243436
0,5960,"Mechanical components and processes, such as screws, shafts, conveying, drilling, anchoring, sealing, locks, springs, or coils",0.9901,99.0,9.348904927437994e-08,3.4679477594198076
0,5960,"Religious, spiritual, or philosophical concepts",0.8962000000000001,1038.0,1.5893010198355352e-05,1.4080481127233888
0,5960,"Construction, carpentry, engagement, learning, dentistry, legal agreements, druids, online marketing, exhibitions, portfolio development",0.9692,308.0,3.2004126612169427e-07,2.1459905209315675
0,5960,"Jewelry, accessories, clothing items, furniture, home decor, or other crafted pieces described with attributes of beauty, elegance, intricacy, or charm",0.9386,614.0,1.771634855535537e-06,1.9755515860242563
0,3696,"Colons in titles or questions, often preceding further information",0.1273,8727.0,4.909209752005949e-05,-0.924074271689254
0,3696,"Software services, applications, or platforms and their usage or features, including geographical features",0.0,10000.0,5.1283388415865974e-08,-1.5749840250565341
0,3696,"Geographic locations, years, and colons in close proximity, frequently within the context of publications or events",0.7757000000000001,2243.0,0.002672248792728659,1.0551478856742489
0,3696,"Color, color palettes, and color schemes",0.031500000000000014,9685.0,3.332179227771613e-07,-1.221120001904664
0,3696,"Data structure, specifically related to documentation, organization, and classification",0.0002000000000000002,9998.0,5.191509412250656e-08,-1.5556308540249417
0,3533,"Real estate transactions, legal cases, contracts, and computer files, often involving financial transactions, orders, or payments",0.8381000000000001,1619.0,0.0002305491451505271,0.9680901892279594
