layer,unit,explanation,AUC,U1,p,MAD
0,6314,"Discussions of media consumption, often podcasts or movies, sometimes involving children or parenting",0.9034,966.0,1.1109194934231688e-05,1.59146660284859
0,6314,"Functionality or features of smartwatches, including their connectivity with other devices, especially for functionalities like navigation, notifications, music control, and remote photography",0.9894999999999999,105.0,9.69188308524015e-08,3.721406403423631
0,6314,"Bridal showers, colors, gemstones, wedding figurines, file management customization, Dallas events and transportation, baby clothes, purple-themed birthday party, blouses and wardrobe, MLB Mother's Day apparel, tacos, bedrooms, Latin music and dancing, hairstyles, coffee deals, weddings, NYC entertainment, and washer rinse aid dispensers",0.9978,22.0,5.866145010636892e-08,5.549825006403032
0,2725,"Products or items with descriptive features and availability, musical pieces and their scores by Dmitri Shostakovich, furniture described as inspiring and worthy with a minimalist style, requirements and suitability criteria for applications, items focused on cost-effectiveness, ease of acquisition, and customer satisfaction, architecture design services, electronic display screens with technical specifications, achievements or badges earned, food items with customizable options and prices, cleaning services emphasizing effectiveness and eco-friendliness, time zone differences, crafting instructions involving scoring and assembling, services offered by a family business, cryptic crossword puzzle clues and answers, wallpapers tagged with descriptive keywords, clothing items described by their warmth and comfort properties, robot controllers and algorithms, and toilet installations focusing on hygiene and quietness",0.9983,17.0,5.689928221768739e-08,4.136905186044847
0,2725,"Titles of creative works (movies, musicals, books, songs) and awards/nominations related to them",0.9713,287.0,2.8346019312119367e-07,2.5059220055364713
0,2725,"Receiving, getting, or choosing something",0.9645999999999999,354.0,4.167784749361577e-07,2.2120708886939933
0,4297,"Animal breeding, beneficial mineral extraction processes, and product descriptions",0.9269000000000001,731.0,3.3129149075017485e-06,1.002947187109096
0,4297,"Financial, tax, and legal planning, and their implications, especially regarding employee stock options, inheritance, adjustable-rate mortgages tied to LIBOR, estate planning, and retirement",0.9963,37.0,6.427109531302687e-08,6.857389014550201
0,4297,"Financial transactions, ownership, and organizational statuses",0.9491,509.0,9.968340197298385e-07,1.6151388507555298
0,4842,"Hair styling, car features, software components, or designer clothing",0.5843,4157.0,0.3586827471080506,0.19269819263116542
0,4842,"Teams, products, or services related to clients, analyses, systems, studios, or algorithms, and sometimes related to skills or innovations",0.6484,3516.0,0.10604505159458945,0.3597271168409613
0,4842,"Fitness, math, essays, graphics, names, formats, internships, coaching, design, approaches, relationships, platforms, chemistry, controllers, handwriting, conversations, tools, code, systems, and blogs",0.8458000000000001,1542.0,0.00016532653243917926,1.1290938567237963
0,5551,"International trade and diplomacy, especially relating to free trade agreements between Canada and Korea",0.9936,64.0,7.570508474525785e-08,4.363209099339112
0,5551,"International relations, especially concerning the UN Security Council and its actions regarding humanitarian crises",0.9962,38.0,6.466300591235927e-08,7.367606234334057
0,5551,"International organizations, government bodies, and member states, particularly relating to agreements, conventions, and projects",0.9914999999999999,85.0,8.593696940695783e-08,4.036811691776098
0,1749,"Product features, technical specifications, or capabilities, especially in the context of reviews, comparisons, complaints, or troubleshooting",0.016600000000000014,9834.0,1.3946590173053397e-07,-2.32242291487586
0,1749,"Legal and judicial processes, software or technological advancements, and personal growth or achievement",0.012800000000000011,9872.0,1.1123029768603464e-07,-2.4754953633797423
0,1749,"Luxury goods or experiences, especially related to fashion, style, or art, along with words related to ""great"" or some similar positive adjective",0.031000000000000017,9690.0,3.2375379524695105e-07,-1.958314476832991
0,3943,"Titles of creative works such as books, movies, TV shows, podcasts, albums, songs, and stage plays",0.9035,965.0,1.105361892762218e-05,3.6880459290570498
0,3943,"Types of shirts/clothing, and types of food/dishes",0.9918,82.0,8.439729933242634e-08,3.1776876890959453
0,3943,"Improvements, solutions, best practices, benefits, and optimal approaches, often in competitive contexts or addressing problems",0.9951,49.0,6.91297383303217e-08,3.376582584495871
0,5960,"Jewelry, accessories, clothing, furniture, vehicles, artwork, whales, and legal proceedings",0.9459,541.0,1.189375215483929e-06,1.793870260474563
0,5960,"Mechanical fastening, joining, or attaching, often involving cylindrical components or processes",0.9607,393.0,5.203832205708478e-07,2.0590956656028627
0,5960,"Religious, artistic, or investigative concepts related to revealing, capturing, or bringing something, sometimes linked to puppets, spirits, or souls",0.9861,139.0,1.187781878140311e-07,3.208603911097264
0,3696,"Colons used in titles or headings, often preceding a description or elaboration",0.06150000000000001,9385.0,1.7812563691955602e-06,-1.0759761083719757
0,3696,Categories or topics of data records,0.0,10000.0,5.1283388415865974e-08,-1.720150451443612
0,3696,"Colons or the word ""black"" appearing in specific contexts, such as titles, descriptions, or lists of ingredients",0.069,9310.0,2.6651743506681504e-06,-1.2135557652008548
0,3533,"Commercial agreements, orders, customer requests, real estate transactions, corporate structures, applications, equipment transfers, schedules, supply chains, software releases, real estate portfolios, accounting principles",0.8322,1678.0,0.0002961178810773922,0.9452148914627408
0,3533,"Numbers, months, and concepts related to collecting, events, locations, ordering, religion, and legal proceedings",0.498,5020.0,0.983050493793975,-0.1130117064309336
0,3533,"Containers, often decorative boxes, and purchasing, ordering, collecting, or acquiring them",0.9516,484.0,8.676593526583179e-07,1.9214284608812786
0,3124,"Gene expression in human brain tissue, cell lines, and transcription factors related to SAMD12",0.9973000000000001,27.0,6.047644888048207e-08,7.715846459925084
0,3124,"Influenza, psoriasis, pediatric cancers, and fetal exposure to BPA",0.9834999999999999,165.0,1.3864106879928018e-07,3.1923775124748843
0,3124,"Consumer products, often with brand names, sometimes related to hobbies or personal care",0.033500000000000016,9665.0,3.73815667661376e-07,-0.678775988553456
0,1149,"First-person introspection about mental states, sometimes prompted by external sources/events and relating to topics like self-awareness, mindfulness, mental health, and religion/belief",0.5282,4718.0,0.7590826594073634,-0.06466077887837898
0,1149,"First-person perspective regarding identity, self, or internal thoughts, frequently coupled with activities or interests related to technology, business, or personal experiences",0.1608,8392.0,0.00021994257613822642,-1.0559956483875912
0,1149,"First-person perspective descriptions of products, hobbies, or experiences",0.04330000000000002,9567.0,6.522672170345031e-07,-1.6773608959076949
0,6114,"Years, primarily 2019 and relating to the 14th day of a given month, including metadata",0.795,2050.0,0.0013117800797453184,0.7661010341815946
